" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"Recover {0}% of Mana when you [Invoke] a [Spell]","[Spell|주문] [Invoke|기원] 시 마나의 {0}% 회복"
"Recover {0}% of [EnergyShield|Energy Shield] when you Kill a [Curse|Cursed] Enemy","저주받은 적 처치 시 에너지 보호막의 {0}% 회복"
"Recover {0}% of Life when you Kill a [Curse|Cursed] Enemy","저주받은 적 처치 시 생명력의 {0}% 회복"
"[LifeLoss|Lose] {0}% of Life when you Suppress Spell Damage","주문 피해 억제 시 생명력의 {0}% 상실"
"Recover {0}% of Life when you [Curse] a Non-Cursed Enemy","저주받지 않은 적을 저주할 시 생명력의 {0}% 회복"
"Recover {0}% of Mana when you [Curse] a Non-Cursed Enemy","저주받지 않은 적을 저주할 시 마나의 {0}% 회복"
"Recover {0}% of [EnergyShield|Energy Shield] per Steel Shard Consumed","소모한 강철 조각 하나당 에너지 보호막 {0}% 재생"
"Life Regeneration also Recovers [EnergyShield|Energy Shield]","생명력 재생이 에너지 보호막도 회복"
"Recover {0}% of [EnergyShield|Energy Shield] when you Block Spell Damage while wielding a Staff","지팡이를 장착하고 주문 피해를 막아낼 시 에너지 보호막 {0}% 회복"
"Recover {0}% of Life when you Block [Attack] Damage while wielding a Staff","지팡이를 장착하고 공격 피해를 막아낼 시 생명력 {0}% 회복"
"Recover {0}% of Life when you use a Life [Flask|Flask] while on [LowLife|Low Life]","[LowLife|낮은 생명력] 상태에서 생명력 [Flask|플라스크] 사용 시 생명력의 {0}% 회복"
"Recover {0}% of Life on Killing a [Poison|Poisoned] Enemy","중독된 적 처치 시 생명력의 {0}% 회복"
"Recover {0}% of Mana when a [Charm|Charm] is used","[Charm|호신부] 사용 시 마나 {0}% 회복"
"Recover {0} [EnergyShield|Energy Shield] when you Block Spell Damage","주문 피해를 막아낼 시 에너지 보호막 {0} 회복"
"Recover {0} [EnergyShield|Energy Shield] when you Suppress Spell Damage","주문 피해 억제 시 에너지 보호막 {0} 회복"
"Refresh Duration of [Ignite|Ignite], [Chill|Chill] and [Shock|Shock] on Enemies you [Curse|Curse]","[Curse|저주]한 적에게 적용되는 [Ignite|점화], [Chill|냉각], [Shock|감전] 지속시간 초기화"
"{0}% chance to refresh [Charges|Endurance Charge] Duration when you are [HitDamage|Hit]","[HitDamage|명중]당하면 {0}%의 확률로 [Charges|인내 충전] 지속시간 초기화"
"{0}% chance to refresh [Ignite] Duration on [Critical|Critical Hit]","치명타 명중 시 {0}%의 확률로 점화 지속시간 초기화"
"Regenerate {0}% of [EnergyShield|Energy Shield] over {1} second when Stunned","기절 시 {1}초에 걸쳐 에너지 보호막의 {0}% 재생"
"Regenerate {0}% of Life over {1} second when [Stun|Stunned]","기절 시 {1}초에 걸쳐 생명력의 {0}% 재생"
"Every {1} seconds, Regenerate [EnergyShield|Energy Shield] equal to {0}% of [Evasion] Rating over {2} second","{1}초마다 {2}초에 걸쳐 회피의 {0}%와 동일한 에너지 보호막 재생"
"Life Regeneration is applied to [EnergyShield|Energy Shield] instead","생명력 재생이 에너지 보호막에 대신 적용"
"Regenerate {0}% of [EnergyShield|Energy Shield] over {1} seconds when you Consume a corpse","시신 소모 시 {1}초 동안 에너지 보호막의 {0}% 재생"
"Regenerate {0} Mana per second while you have [ArcaneSurge|Arcane Surge]","[ArcaneSurge|비전 쇄도] 상태에서 1초마다 마나 {0} 재생"
"{0}% increased [Crossbow|Crossbow] Reload Speed","[Crossbow|쇠뇌] 재장전 속도 {0}% 증가"
"{0}% reduced [Crossbow|Crossbow] Reload Speed","[Crossbow|쇠뇌] 재장전 속도 {0}% 감소"
"Remove Bleeding when you use a Life [Flask]","생명력 플라스크 사용 시 출혈 제거"
"Remove Chill and Freeze when you use a [Flask]","플라스크 사용 시 냉각 및 동결 제거"
"Remove a [Curse] when you use a Mana [Flask]","마나 플라스크 사용 시 저주 1개 제거"
"{0}% chance to remove [ElementalAilments|Elemental Ailments] when you Cast a [Curse|Curse] Spell","[Curse|저주] 주문 시전 시 {0}%의 확률로 [ElementalAilments|원소 상태 이상] 제거"
"Remove [ElementalAilments|Elemental Ailments] when you Cast a [Curse|Curse] Spell","[Curse|저주] 주문 시전 시 [ElementalAilments|원소 상태 이상] 제거"
"Remove Ignite and Burning when you use a [Flask]","플라스크 사용 시 점화 및 화상 제거"
"Remove Maim and Hinder when you use a [Flask]","플라스크 사용 시 힘줄 절단 및 이동 방해 제거"
"Remove an Ailment when you use a [Flask] if all Equipped Items are Elder Items","장착한 아이템이 모두 엘더 아이템인 경우, 플라스크 사용 시 상태 이상 제거"
"Remove a random Elemental Ailment when you use a Mana [Flask]","마나 플라스크 사용 시 무작위로 원소 상태 이상 1개 제거"
"Remove a random Non-Elemental Ailment when you use a Life [Flask]","생명력 플라스크 사용 시 무작위로 비-원소 상태 이상 1개 제거"
"Remove Shock when you use a [Flask]","플라스크 사용 시 감전 제거"
"Remove a [Curse] after Channelling for {0} seconds","{0}초 동안 집중 유지 후 저주 1개 제거"
"Remove up to {0} [Curse|Curses] after Channelling for {1} seconds","{1}초 동안 집중 유지 후 저주 최대 {0}개 제거"
"Recover {0}% of Mana and [EnergyShield|Energy Shield] when you Focus","집중 시 마나 및 에너지 보호막의 {0}% 회복"
"[Sacrifice] {0}% of Life to gain that much [EnergyShield|Energy Shield] when you Cast a [Spell]","주문 시전 시 생명력 {0}%를 희생하여 같은 값의 에너지 보호막 획득"
"[Critical|Critical Hits] with Lightning Skills Sap the Enemy","번개 스킬로 치명타 시 적 활력 감소"
"Scorch Enemies in [CloseRange|Close Range] when you [Block]","플레이어가 막아낼 시 근거리에 있는 적 그을림 유발"
"[Attack|Attacks] Exerted by Seismic Cry deal {0}% increased Damage","지진 함성으로 인한 전력 공격이 주는 피해 {0}% 증가"
"Take {0} Chaos Damage per second during any [Flask] Effect","아무 플라스크나 효과를 받는 동안 1초마다 {0} 카오스 피해를 받음"
"{0}% increased Extra Damage taken from [Critical|Critical Hits] while Ignited","점화 상태에서 치명타로 받는 추가 피해 {0}% 증가"
"{0}% reduced Extra Damage taken from [Critical|Critical Hits] while Ignited","점화 상태에서 치명타로 받는 추가 피해 {0}% 감소"
"When you [Attack], take {0}% of Life as [Physical] Damage for","[Attack|공격] 시 해당 [Attack|공격]을 [Empowered|강화]하는 [Warcry|함성] 하나당"
"each [Warcry] [Empowered|Empowering] the [Attack]","생명력의 {0}%를 [Physical|물리] 피해로 받음"
"Take no Extra Damage from [Critical|Critical Hits] if you have taken a [Critical|Critical Hit] [Recently]","최근 4초 이내 치명타를 받은 경우 치명타로 받는 추가 피해 없음"
"Take no Extra Damage from [Critical|Critical Hits] if you have a Magic Ring in left slot","왼쪽 슬롯에 마법 반지 장착 시 치명타로 받는 추가 피해 없음"
"You take no Extra Damage from [Critical|Critical Hits] while there is only one nearby Enemy","주변의 적이 하나만 있을 때 치명타로 받는 추가 피해 없음"
"While there is at most one Rare or Unique Enemy nearby, you take no Extra Damage from [Critical|Critical Hits]","주변에 희귀 또는 고유 적이 하나 이하인 경우 치명타로 받는 추가 피해 없음"
"You take no Extra Damage from [Critical|Critical Hits] while Elusive","도피 중 치명타로 받는 추가 피해 없음"
"Share [Charges] with [Allies] in your [Presence]","플레이어에게 접근해 있는 동료들과 충전 공유"
"Shattering Steel fires an additional [Projectile|Projectile]","강철 파편이 [Projectile|투사체] 1개 추가 발사"
"Shattering Steel fires {0} additional [Projectile|Projectiles]","강철 파편이 [Projectile|투사체] {0}개 추가 발사"
"Shield Crush and Spectral Shield Throw do not gain Added Physical Damage based on [Armour] or [Evasion] on shield","방패 타쇄 및 환영 방패 투척이 방패의 방어도 또는 회피에 기반하여 추가 물리 피해를 획득하지 않음"
"Shield Crush and Spectral Shield Throw gains {0} to {1} Added Lightning Damage per {2} [EnergyShield|Energy Shield] on Shield","방패 타쇄 및 환영 방패 투척이 방패의 에너지 보호막 {2}당 번개 피해 {0}~{1} 추가 획득"
"{0}% increased Shield Crush [Attack] Speed","방패 타쇄 공격 속도 {0}% 증가"
"{0}% reduced Shield Crush [Attack] Speed","방패 타쇄 공격 속도 {0}% 감소"
"{0}% increased [Shock|Shock] Chance against [Electrocute|Electrocuted] Enemies","[Electrocute|전기 처형]을 당한 적에 대한 [Shock|감전] 확률 {0}% 증가"
"{0}% reduced [Shock|Shock] Chance against [Electrocute|Electrocuted] Enemies","[Electrocute|전기 처형]을 당한 적에 대한 [Shock|감전] 확률 {0}% 감소"
"{0}% increased Effect of [Shock|Shocks] you inflict on [Curse|Cursed] Enemies","[Curse|저주]받은 적에게 유발하는 [Shock|감전] 효과 {0}% 증가"
"{0}% reduced Effect of [Shock|Shocks] you inflict on [Curse|Cursed] Enemies","[Curse|저주]받은 적에게 유발하는 [Shock|감전] 효과 {0}% 감소"
"{0}% increased [BuffMagnitude|Magnitude] of [Shock|Shock] you inflict with [Critical|Critical Hits]","플레이어가 [Critical|치명타 명중]으로 유발하는 [Shock|감전]의 [BuffMagnitude|강도] {0}% 증가"
"{0}% reduced [BuffMagnitude|Magnitude] of [Shock|Shock] you inflict with [Critical|Critical Hits]","플레이어가 [Critical|치명타 명중]으로 유발하는 [Shock|감전]의 [BuffMagnitude|강도] {0}% 감소"
"[Shock|Shocking] [HitDamage|Hits] have a {0}% chance to also Shock enemies in a {1} metre radius","[Shock|감전]을 유발하는 [HitDamage|명중]이 {0}%의 확률로 {1}미터 반경 내 적들에게도 감전 유발"
"[Shock|Shocks] always apply","[Shock|감전]이 항상 적용됨"
"[Shock] Effect is based on the Damage of the [HitDamage|Hit] inflicting it","[Shock|감전] 효과가 감전을 유발하는 [HitDamage|명중]의 피해에 따라 결정됨"
"{0}% increased [BuffEffect|effect] of [Chill|Chill] and [Shock|Shock] on you","플레이어에게 적용되는 [Chill|냉각] 및 [Shock|감전] [BuffEffect|효과] {0}% 증가"
"{0}% reduced [BuffEffect|effect] of [Chill|Chill] and [Shock|Shock] on you","플레이어에게 적용되는 [Chill|냉각] 및 [Shock|감전] [BuffEffect|효과] {0}% 감소"
"{0}% increased [BuffEffect|effect] of [Shock|Shock] on you","플레이어에게 적용되는 [Shock|감전] [BuffEffect|효과] {0}% 증가"
"{0}% reduced [BuffEffect|effect] of [Shock|Shock] on you","플레이어에게 적용되는 [Shock|감전] [BuffEffect|효과] {0}% 감소"
"Shrapnel Ballista has {0}% increased [Projectile|Projectile] Speed","파편 쇠뇌의 [Projectile|투사체] 속도 {0}% 증가"
"Shrapnel Ballista has {0}% reduced [Projectile|Projectile] Speed","파편 쇠뇌의 [Projectile|투사체] 속도 {0}% 감소"
"Skills deal {0}% increased Brand Damage with Hits to their Branded Enemy","스킬이 낙인이 부착된 적에게 명중으로 주는 낙인 피해 {0}% 증가"
"Skills deal {0}% reduced Brand Damage with Hits to their Branded Enemy","스킬이 낙인이 부착된 적에게 명중으로 주는 낙인 피해 {0}% 감소"
"{0}% increased Brand [Critical|Critical Hit] Chance","낙인 치명타 확률 {0}% 증가"
"{0}% reduced Brand [Critical|Critical Hit] Chance","낙인 치명타 확률 {0}% 감소"
"{0}% to Brand [CriticalDamageBonus|Critical Damage Bonus]","낙인 치명타 피해 배율 {0}%"
"{0}% increased Brand Activation Frequency if you haven't used a Brand Skill [Recently]","최근 4초 이내 낙인 스킬을 사용하지 않은 경우, 낙인 활성화 빈도 {0}% 증가"
"{0}% reduced Brand Activation Frequency if you haven't used a Brand Skill [Recently]","최근 4초 이내 낙인 스킬을 사용하지 않은 경우, 낙인 활성화 빈도 {0}% 감소"
"{0}% increased Skeleton [Attack] Speed","해골의 공격 속도 {0}% 증가"
"{0}% reduced Skeleton [Attack] Speed","해골의 공격 속도 {0}% 감소"
"Skeletons have {0}% increased [Reservation]","해골의 점유 {0}% 증가"
"Skeletons have {0}% reduced [Reservation]","해골의 점유 {0}% 감소"
"Skills gain a Base Life Cost equal to Base Mana Cost","스킬이 기본 마나 소모와 동일한 기본 생명력 생명력 소모를 얻음"
"[Slam] Skills you use yourself cause [Aftershock|Aftershocks]","직접 사용하는 [Slam|강타] 스킬이 [Aftershock|여진] 유발"
"[Slam] Skills have {0}% increased Area of Effect","[Slam|강타] 스킬의 효과 범위 {0}% 증가"
"[Slam] Skills have {0}% reduced Area of Effect","[Slam|강타] 스킬의 효과 범위 {0}% 감소"
"[Slam] Skills you use yourself are [AncestralBoost|Ancestrally Boosted]","직접 사용하는 [Slam|강타] 스킬이 [AncestralBoost|선대의 힘으로 증폭]됨"
"{0}% to [CriticalDamageBonus|Critical Damage Bonus] per Nearby Enemy, up to {1}%","주변의 적 하나당 치명타 피해 배율 {0}%, 최대 {1}%"
"{0}% more Damage with Hits against Unique Enemies","고유 적에게 주는 명중 피해 {0}% 증폭"
"{0}% less Damage with Hits against Unique Enemies","고유 적에게 주는 명중 피해 {0}% 감폭"
"Deal up to {0}% more [Melee] Damage to Enemies, based on proximity","적이 가까울수록 주는 근접 피해가 최대 {0}% 증폭"
"Deal up to {0}% less [Melee] Damage to Enemies, based on proximity","적이 가까울수록 주는 근접 피해가 최대 {0}% 감폭"
"Your speed is unaffected by [Slow|Slows]","플레이어의 속도가 [Slow|감속]의 영향을 받지 않음"
"{0}% increased effect of [SmallPassive|Small Passive] Skills","[SmallPassive|소형 패시브] 스킬 효과 {0}% 증가"
"{0}% reduced effect of [SmallPassive|Small Passive] Skills","[SmallPassive|소형 패시브] 스킬 효과 {0}% 감소"
"You have a [SmokeCloud|Smoke Cloud] around you while stationary","정지 상태일 때 주위에 [SmokeCloud|연막]이 피어오름"
"{0}% increased [Attack] Speed with Snipe","저격 사용 시 공격 속도 {0}% 증가"
"{0}% reduced [Attack] Speed with Snipe","저격 사용 시 공격 속도 {0}% 감소"
"Forbidden Rite fires extra [Projectile|Projectiles] at up to {0} surrounding Enemies","금단의 의식이 추가 [Projectile|투사체]를 발사하는 주변 적들의 최대 수 {0}명"
"Soulrend fires an additional [Projectile|Projectile]","영혼 분리가 [Projectile|투사체] 1개 추가 발사"
"Soulrend fires {0} additional [Projectile|Projectiles]","영혼 분리가 [Projectile|투사체] {0}개 추가 발사"
"Trigger Ancestral Spirits when you Summon a [Totem]","[Totem|토템] 소환 시 선대의 혼백 발동"
"{0}% increased Spectral Helix [Projectile|Projectile] Speed","영체 나선 [Projectile|투사체] 속도 {0}% 증가"
"{0}% reduced Spectral Helix [Projectile|Projectile] Speed","영체 나선 [Projectile|투사체] 속도 {0}% 감소"
"Spectral Shield Throw fires an additional Shard [Projectile|Projectile]","환영 방패 투척이 파편 [Projectile|투사체] 1개 추가 발사"
"Spectral Shield Throw fires {0} additional Shard [Projectile|Projectiles]","환영 방패 투척이 파편 [Projectile|투사체] {0}개 추가 발사"
"{0}% increased Spectral Shield Throw [Projectile|Projectile] Speed","환영 방패 투척 [Projectile|투사체] 속도 {0}% 증가"
"{0}% reduced Spectral Shield Throw [Projectile|Projectile] Speed","환영 방패 투척 [Projectile|투사체] 속도 {0}% 감소"
"Spectral Shield Throw fires {0}% less Shard [Projectile|Projectiles]","환영 방패 투척의 파편 [Projectile|투사체] 발사 {0}% 감폭"
"Spectral Shield Throw fires {0}% more Shard [Projectile|Projectiles]","환영 방패 투척의 파편 [Projectile|투사체] {0}%개 추가 발사"
"Each [Projectile|Projectile] from Spectral Helix or Spectral Throw has","영체 나선 또는 환영 무기 투척의 각 [Projectile|투사체]의 [Projectile|투사체] 속도가"
"between {0}% more and {0}% less [Projectile|Projectile] Speed at random","{0}% 증폭된 수치와 {0}% 감폭된 수치 사이에서 무작위로 결정"
"Raised Spectres, Raised Zombies, and Summoned Skeletons have {0}% to [CriticalDamageBonus|Critical Damage Bonus]","소환한 망령, 소환한 좀비, 소환된 해골의 치명타 피해 배율 {0}%"
"Spectres have {0}% increased [Critical|Critical Hit] Chance","망령의 치명타 확률 {0}% 증가"
"{0}% to Spell [Critical|Critical Hit] Chance","주문 치명타 확률 {0}%"
"{0}% increased effect of Sorcery Ward","마술의 수호의 효과 {0}% 증가"
"{0}% reduced effect of Sorcery Ward","마술의 수호의 효과 {0}% 감소"
"Adds {0} to {1} Chaos Damage to Spells and [Attack|Attacks] during any [Flask] Effect","아무 플라스크나 효과를 받는 동안 주문 및 공격 시 카오스 피해 {0}~{1} 추가"
"{0}% increased [Spell] Area Damage","[Spell|주문] 범위 피해 {0}% 증가"
"{0}% reduced [Spell] Area Damage","[Spell|주문] 범위 피해 {0}% 감소"
"[Spell|Spell] Skills have {0}% increased Area of Effect","[Spell|주문] 스킬의 효과 범위 {0}% 증가"
"[Spell|Spell] Skills have {0}% reduced Area of Effect","[Spell|주문] 스킬의 효과 범위 {0}% 감소"
"{0}% Chance to Block Spell Damage if you have Blocked Spell Damage [Recently]","최근 4초 이내 주문 피해를 막아낸 경우 주문 피해 막기 확률 {0}%"
"{0}% chance to Block Spell Damage if you have Blocked [Attack] Damage [Recently]","최근 4초 이내 공격 피해를 막아낸 경우 주문 피해 막기 확률 {0}%"
"{0}% Chance to [Block|Block] [Spell|Spell] Damage while at Maximum [Charges|Power Charges]","최대 [Charges|권능 충전] 상태에서 [Spell|주문] 피해 [Block|막기] 확률 {0}%"
"{0}% increased [Critical|Critical Hit] Chance with Spells which remove the maximum number of Seals","최대 봉인 수를 제거하는 주문 사용 시 치명타 확률 {0}% 증가"
"{0}% reduced [Critical|Critical Hit] Chance with Spells which remove the maximum number of Seals","최대 봉인 수를 제거하는 주문 사용 시 치명타 확률 {0}% 감소"
"{0}% increased Spell [Critical|Critical Hit] Chance per {1} Player Maximum Life","플레이어의 최대 생명력 {1}당 주문 치명타 확률 {0}% 증가"
"{0}% reduced Spell [Critical|Critical Hit] Chance per {1} Player Maximum Life","플레이어의 최대 생명력 {1}당 주문 치명타 확률 {0}% 감소"
"{0}% increased Spell [Critical|Critical Hit] Chance per Raised Spectre","소환한 망령 하나당 주문 치명타 확률 {0}% 증가"
"{0}% reduced Spell [Critical|Critical Hit] Chance per Raised Spectre","소환한 망령 하나당 주문 치명타 확률 {0}% 감소"
"Prevent {0}% of Suppressed Spell Damage if you've taken a Savage Hit [Recently]","최근 4초 이내 야만적인 타격을 받은 경우 억제된 주문 피해 방지 {0}%"
"Prevent {0}% of Suppressed Spell Damage per Hit Suppressed [Recently]","최근 4초 이내 억제된 명중 하나당 억제된 주문 피해 방지 {0}%"
"{0}% more Spell Damage if you've been Stunned while Casting [Recently]","최근 4초 이내에 시전 중 기절한 경우 주문으로 주는 피해 {0}% 증폭"
"{0}% less Spell Damage if you've been Stunned while Casting [Recently]","최근 4초 이내에 시전 중 기절한 경우 주문으로 주는 피해 {0}% 감폭"
"{0}% increased [Spell|Spell] Damage if you've dealt a [Critical|Critical Hit] [Recently|Recently]","최근 4초 이내 치명타 명중 시 주문 피해 {0}% 증가"
"{0}% reduced [Spell|Spell] Damage if you've dealt a [Critical|Critical Hit] [Recently|Recently]","최근 4초 이내 치명타 명중 시 주문 피해 {0}% 감소"
"{0}% increased [Spell] Damage while wielding a [Melee] Weapon","근접 무기 장착 시 [Spell|주문] 피해 {0}% 증가"
"{0}% reduced [Spell] Damage while wielding a [Melee] Weapon","근접 무기 장착 시 [Spell|주문] 피해 {0}% 감소"
"{0}% increased Spell Damage during any [Flask] Effect","아무 플라스크나 효과를 받는 동안 주문 피해 {0}% 증가"
"{0}% reduced Spell Damage during any [Flask] Effect","아무 플라스크나 효과를 받는 동안 주문 피해 {0}% 감소"
"{0}% increased [Spell] Damage if you've dealt a [Critical|Critical Hit] in the past {1} seconds","지난 {1}초 이내 치명타 명중 시 주문 피해 {0}% 증가"
"{0}% reduced [Spell] Damage if you've dealt a [Critical|Critical Hit] in the past {1} seconds","지난 {1}초 이내 치명타 명중 시 주문 피해 {0}% 감소"
"{0}% increased Spell Damage if you've Blocked [Recently]","최근 4초 이내 막기에 성공한 경우 주문 피해 {0}% 증가"
"{0}% reduced Spell Damage if you've Blocked [Recently]","최근 4초 이내 막기에 성공한 경우 주문 피해 {0}% 감소"
"{0}% increased [Spell] Damage per {1} maximum Mana","최대 [Mana|마나] {1}당 [Spell|주문] 피해 {0}% 증가"
"{0}% reduced [Spell] Damage per {1} maximum Mana","최대 [Mana|마나] {1}당 [Spell|주문] 피해 {0}% 감소"
"{0}% increased [Spell] Damage per {1} [Spirit]","정신력 {1}당 주문 피해 {0}% 증가"
"{0}% increased Spell Damage per {1} [Strength]","힘 {1}당 주문 피해 {0}% 증가"
"{0}% reduced Spell Damage per {1} [Strength]","힘 {1}당 주문 피해 {0}% 감소"
"{0}% increased Spell Damage per {1} [Dexterity]","민첩 {1}당 주문 피해 {0}% 증가"
"{0}% reduced Spell Damage per {1} [Dexterity]","민첩 {1}당 주문 피해 {0}% 감소"
"{0}% increased Spell Damage per {1} [Intelligence]","지능 {1}당 주문 피해 {0}% 증가"
"{0}% increased Spell Damage while you have [ArcaneSurge|Arcane Surge]","[ArcaneSurge|비전 쇄도] 상태에서 주문 피해 {0}% 증가"
"{0}% reduced Spell Damage while you have [ArcaneSurge|Arcane Surge]","[ArcaneSurge|비전 쇄도] 상태에서 주문 피해 {0}% 감소"
"[Critical|Critical Hits] with Spells have {0}% chance to inflict Impale","주문으로 치명타 명중 시 {0}%의 확률로 꿰뚫기 유발"
"[Critical|Critical Hits] with Spells inflict Impale","주문으로 치명타 명중 시 꿰뚫기 유발"
"Consuming [Freeze] deals {0}% to {1}% of","[Freeze|동결] 소모 시 지능의 {0}~{1}%를"
"your [Intelligence] as [Cold] Damage","[Cold|냉기] 피해로 줌"
"Consuming [Ignite] deals {0}% to {1}% of","[Ignite|점화] 소모 시 지능의 {0}~{1}%를"
"your [Intelligence] as [Fire] Damage","[Fire|화염] 피해로 줌"
"Consuming [Shock] deals {0}% to {1}% of","[Shock|감전] 소모 시 지능의 {0}~{1}%를"
"your [Intelligence] as [Lightning] Damage","[Lightning|번개] 피해로 줌"
"{0}% increased [Projectile] Speed for [Spell] Skills","[Spell|주문] 스킬의 [Projectile|투사체] 속도 {0}% 증가"
"{0}% reduced [Projectile] Speed for [Spell] Skills","[Spell|주문] 스킬의 [Projectile|투사체] 속도 {0}% 감소"
"[Spell] Skills always deal [Critical|Critical Hits] on final Repeat","주문 스킬이 마지막 반복 시 항상 치명타 피해를 줌"
"[Spell|Spell] Skills have {0}% increased [CriticalDamageBonus|Critical Damage Bonus] on final Repeat","[Spell|주문]의 마지막 반복 시 [CriticalDamageBonus|치명타 피해 보너스] {0}% 증가"
"[Spell|Spell] Skills have {0}% reduced [CriticalDamageBonus|Critical Damage Bonus] on final Repeat","[Spell|주문]의 마지막 반복 시 [CriticalDamageBonus|치명타 피해 보너스] {0}% 감소"
"{0}% chance for [Spell] Skills to fire {1} additional [Projectile|Projectiles]","[Spell|주문] 스킬이 {0}%의 확률로 [Projectile|투사체] {1}개 추가 발사"
"Spell Skills cannot deal [Critical|Critical Hits] except on final Repeat","주문 스킬이 마지막 반복 시를 제외하고 치명타 피해를 주지 않음"
"{0}% chance to Suppress Spell Damage if Equipped Helmet, Body Armour, Gloves, and Boots all have [Evasion] Rating","장착한 투구, 갑옷, 장갑, 장화가 전부 회피 보유 시 주문 피해 억제 확률 {0}%"
"{0}% chance to Suppress Spell Damage if you've Hit an Enemy [Recently]","최근 4초 이내 적 명중 시 주문 피해 억제 확률 {0}%"
"{0}% chance to Suppress Spell Damage per Hit Suppressed [Recently]","최근 4초 이내 억제된 명중 하나당 주문 피해 억제 확률 {0}%"
"{0}% chance to [Suppress] Spell Damage while moving","이동 중 주문 피해 [Suppress|억제] 확률 {0}%"
"{0}% chance to Suppress Spell Damage if you've Suppressed Spell Damage [Recently]","최근 4초 이내에 주문 피해를 억제한 경우 주문 피해 억제 확률 {0}%"
"{0}% chance to Suppress Spell Damage while on Full [EnergyShield|Energy Shield]","에너지 보호막이 최대일 때 주문 피해 억제 확률 {0}%"
"{0}% of [Spell] Mana Cost [StatConversion|Converted] to Life Cost","주문의 마나 소모의 {0}%가 생명력 소모로 [StatConversion|전환]"
"Spirit Offering grants Minions {0}% increased [Critical|Critical Hit] Chance","영혼 공물 사용 시 소환수의 치명타 확률 {0}% 증가"
"Spirit Offering grants Minions {0}% reduced [Critical|Critical Hit] Chance","영혼 공물 사용 시 소환수의 치명타 확률 {0}% 감소"
"Spirit Offering grants {0}% to [CriticalDamageBonus|Critical Damage Bonus]","영혼 공물 사용 시 치명타 피해 배율 {0}%"
"{0}% increased [Spirit|Spirit] per socketed Grand Spectrum","장대한 파장 하나당 [Spirit|정신력] {0}% 증가"
"Split Arrow fires [Projectile|Projectiles] in Parallel","분할 화살이 병렬로 [Projectile|투사체] 발사"
"Ignite on Enemies you Kill Spreads to other Enemies within {0} metres","플레이어가 처치하는 적에게 걸린 점화가 {0}미터 내의 다른 적에게 확산"
"{0}% increased Area of Effect for Staff [Attack|Attacks]","지팡이 공격의 효과 범위 {0}% 증가"
"{0}% reduced Area of Effect for Staff [Attack|Attacks]","지팡이 공격의 효과 범위 {0}% 감소"
"{0} to [Evasion] Rating while in Sand Stance","모래 태세에서 회피 {0}"
"{0}% increased [Attack] Speed if you've changed Stance [Recently]","최근 4초 이내 태세를 바꾼 경우 공격 속도 {0}% 증가"
"{0}% reduced [Attack] Speed if you've changed Stance [Recently]","최근 4초 이내 태세를 바꾼 경우 공격 속도 {0}% 감소"
"[ESRecharge|Energy Shield Recharge] starts when you use a Mana [Flask]","마나 플라스크 사용 시 에너지 보호막 재충전 시작"
"{0}% increased Stealth if you've Hit With a Claw [Recently]","최근 4초 이내에 클로로 명중한 경우 은신 {0}% 증가"
"{0}% reduced Stealth if you've Hit With a Claw [Recently]","최근 4초 이내에 클로로 명중한 경우 은신 {0}% 감소"
"{0}% more [Evasion] Rating","회피 {0}% 증폭"
"Storm Burst fires an additional [Projectile|Projectile]","폭풍 점사 [Projectile|투사체] 1개 추가 발사"
"Storm Burst fires {0} additional [Projectile|Projectiles]","폭풍 점사 [Projectile|투사체] {0}개 추가 발사"
"{0}% more [BuffMagnitude|Magnitude] of [Chill|Chill] you inflict","플레이어가 유발하는 [Chill|냉각]의 [BuffMagnitude|강도] {0}% 증폭"
"{0}% less [BuffMagnitude|Magnitude] of [Chill|Chill] you inflict","플레이어가 유발하는 [Chill|냉각]의 [BuffMagnitude|강도] {0}% 감폭"
"{0}% more [Shock] Duration","[Shock|감전] 지속시간 {0}% 증폭"
"{0}% less [Shock] Duration","[Shock|감전] 지속시간 {0}% 감폭"
"[Strength] can satisfy other [Attributes|Attribute] Requirements of [Melee] Weapons and [Melee] Skills","힘이 근접 무기와 근접 스킬의 다른 능력치 요구사항을 충족할 수 있음"
"Damage per 10 [Strength]","3% 증가 효과로 대체"
"{0} to Level of all [Strength] Skills","모든 [Strength|힘] 스킬 레벨 {0}"
"[Melee] Hits with Strike Skills always Knockback","타격 스킬 근접 명중 시 항상 밀어냄"
"Stuns from [Critical|Critical Hit]s have {0}% increased Duration","치명타로 인한 기절의 지속시간 {0}% 증가"
"{0}% increased Stun Duration per {1} [Strength]","힘 {1}당 기절 지속시간 {0}% 증가"
"{0}% reduced Stun Duration per {1} [Strength]","힘 {1}당 기절 지속시간 {0}% 감소"
"{0}% increased [StunThreshold|Stun Threshold] during [Empowered] [Attack|Attacks]","[Empowered|강화]된 [Attack|공격]을 가하는 동안 [StunThreshold|기절 한계치] {0}% 증가"
"{0}% reduced [StunThreshold|Stun Threshold] during [Empowered] [Attack|Attacks]","[Empowered|강화]된 [Attack|공격]을 가하는 동안 [StunThreshold|기절 한계치] {0}% 감소"
"{0}% increased [StunThreshold|Stun Threshold] for each time you've been [Stun|Stunned] [Recently]","[Recently|최근 4초 이내] [Stun|기절]한 횟수 1회당 [StunThreshold|기절 한계치] {0}% 증가"
